Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
22,5.0,2 months,Less than 2 months,Good vape,This is a good one,5.0,5.0,4.0
23,5.0,2 months,Less than 2 months,Good Value,"Greatvape, great taste, long lasting",5.0,5.0,5.0
24,5.0,2 months,Less than 2 months,Fog X Box Frozen Mint,"This is currently my second favorite vape, behind Daze Icy Blast. Smaller size than Daze, but hits well and delivers a nice cool flavor.",5.0,4.0,4.0
25,1.0,2 months,Less than 2 months,Not a fan,"After a day of puffing, the flavor turned to a burnt taste. The air flow is really low and the initial flavor does not match the flavor intended.",1.0,1.0,1.0
26,1.0,3 months,3 months to 5 months ago,Next,"Not a fan, but I have to try them all",1.0,2.0,5.0
27,5.0,3 months,3 months to 5 months ago,Aloe lychee ice,Loved this flavor,5.0,4.0,4.0
28,3.0,3 months,3 months to 5 months ago,Fog X Box lush ice,"Not my favorite brand, if it’s fully charged, I feel like it tastes burnt",3.0,3.0,3.0
29,1.0,3 months,3 months to 5 months ago,Vietnamese Coffee,"Has a strong chemical taste, I could not use it at all because it was so harsh and disgusting. Never purchasing this brand again.",1.0,1.0,3.0
30,4.0,3 months,3 months to 5 months ago,Xbox,"Flavor is there , not bad for a small disposable vape!",4.0,4.0,4.0
31,5.0,3 months,3 months to 5 months ago,Love these,"These and the elfbar vapes are my absolute favorite! These vapes seem to last forever, and the white grape ice in this Vape is so good.",5.0,5.0,5.0
32,2.0,4 months,3 months to 5 months ago,Prefer Elfbar,Prefer Elfbar flavors and vape hits better.,2.0,2.0,3.0
33,2.0,4 months,3 months to 5 months ago,Nasty,Taste bad and burnt,2.0,2.0,2.0
34,5.0,4 months,3 months to 5 months ago,Great vape,Great vape,5.0,5.0,5.0
35,5.0,4 months,3 months to 5 months ago,very good,long lasting,5.0,4.0,5.0
36,1.0,4 months,3 months to 5 months ago,Do not buy,"These pens not only don't have a long charge, but there is hardly any flavor in them. They also overheat rather quickly",1.0,1.0,1.0
37,2.0,4 months,3 months to 5 months ago,Ehh,Didn't last long flavor was great though,5.0,4.0,3.0
38,4.0,4 months,3 months to 5 months ago,Vietnamese Coffee,Smells like coffee and even has a little bit of a bitter flavor like coffee. I wish it was just a little sweeter like the creamer part of vietnamese coffee would be.,4.0,2.0,5.0
39,5.0,4 months,3 months to 5 months ago,Vietnamese coffee,As a fan of drinking ca phê sữa đá every morning. This vape flavor profile is spot on. Some days you just don’t want on overly sweet vape and this is my go to.,5.0,3.0,5.0
40,5.0,4 months,3 months to 5 months ago,Nice and smooth,Small and easy to leave in pocket,5.0,1.0,5.0
41,5.0,4 months,3 months to 5 months ago,I like it,it cool,4.0,4.0,3.0
42,5.0,4 months,3 months to 5 months ago,Blue razz ice,Love it.,4.0,4.0,3.0
43,3.0,4 months,3 months to 5 months ago,good taste reasonable price,good taste (coffee) but lasted less than DAZE vapes,4.0,3.0,3.0
44,5.0,4 months,3 months to 5 months ago,Great flavor,Great flavor,5.0,5.0,5.0
45,3.0,4 months,3 months to 5 months ago,Not that grest of a taste,Its okay. Not enoight sweetness for honeydew,1.0,1.0,4.0
46,5.0,4 months,3 months to 5 months ago,Lemon Cheescake and Key Lime Cookie,Delicious!,5.0,5.0,5.0
47,4.0,4 months,3 months to 5 months ago,Long Lasting,"I have enjoyed this one. They have lasted the longest out of all the ones I have tried so far. Flavor of course, leaves so it required recharge but its quick and back to normal in no time.",4.0,4.0,5.0
48,5.0,4 months,3 months to 5 months ago,Good vape,Good flavor and lasts pretty long.,5.0,5.0,5.0
49,1.0,4 months,3 months to 5 months ago,🤮 Not a fan. Weird flavor.,"Wanted to like this…hey, you win some you lose some. I always try Blue Raz Ice flavors first, and this was just disappointing straight out the gate. Literally took maybe 5-6 hits total and had to pitch it I hated it so much. Flavor was just weird/unbalanced, didn’t taste right. Thought maybe it was just me or that it was new so went back to it a few times and every time made a yuck face so, its a no from me. Maybe other flavors are good but I won’t spend the $ to try bc I was so disappointed. Bummer!",1.0,3.0,3.0
50,2.0,4 months,3 months to 5 months ago,Flavor isn't great,The lychee is so gross and the blue razz tasted savory,1.0,2.0,4.0
51,1.0,4 months,3 months to 5 months ago,HORRIBLE BRAND,Don’t waste your money on these! Pure garbage tbh…,1.0,5.0,1.0
52,2.0,5 months,5 months to 1 year ago,meh,hit it maybe 20 times and started to taste burnt,3.0,3.0,1.0
53,5.0,5 months,5 months to 1 year ago,Love,Absolutely gr8 flavor and all,5.0,5.0,5.0
54,4.0,5 months,5 months to 1 year ago,Great flavor,Lasted longer than expected while keeping its flavor,4.0,3.0,5.0
55,5.0,5 months,5 months to 1 year ago,Blue Raspberry,Love this flavor. Love this vape.,5.0,5.0,5.0
56,2.0,5 months,5 months to 1 year ago,Just ok,Flavor isn’t all there and doesn’t last as long as elf bars.,2.0,1.0,1.0
57,4.0,5 months,5 months to 1 year ago,It's pretty good,"Battery life is great, but for being 6000 mL it really doesn't last much longer than the Fog X XL which is cheaper. Love the flavor though Frozen Mint.",5.0,3.0,4.0
58,5.0,5 months,5 months to 1 year ago,Different from the tube shaped one,It has a more subtle icey hit but the flavor is bold :),5.0,2.0,4.0
59,1.0,5 months,5 months to 1 year ago,Not good,These taste terrible,1.0,1.0,1.0
60,5.0,5 months,5 months to 1 year ago,Love,Love the ability to recharge and very quick delivery,5.0,5.0,5.0
61,1.0,5 months,5 months to 1 year ago,Ice Cola,"I bought the iced cola fog x box previously from a local vape shop and loved it, but unfortunately they were out of stock, I ended up buying these here. I'm not sure if they were old or a bad batch, but the two I bought both tasted really off and tasted nothing like cola. From my first purchase, these were amazing. But sadly these purchase was a total let down and I will probably stay away from these in the future.",1.0,3.0,1.0
62,5.0,5 months,5 months to 1 year ago,It was so good,Was so good,5.0,5.0,5.0
63,5.0,5 months,5 months to 1 year ago,Perfect,Last long,5.0,5.0,5.0
64,5.0,5 months,5 months to 1 year ago,Better,I like the fog vape better than the hype box. Frozen mint is my fav all the other flavors are too sweet for me,,,
65,4.0,5 months,5 months to 1 year ago,Excellent flavor and hit.,"It has one of the best lush ice flavors I've tried, a bit of an aftertaste (not too bad). The hit also generates a good amount of cloud.",,,
66,5.0,5 months,5 months to 1 year ago,Not bad...,First time trying these.. I thought these made the grade across the board.,,,
67,5.0,5 months,5 months to 1 year ago,Tip Picks,"This also was my top pick. Long lasting, small, rechargeable and good flavor.",,,
68,5.0,5 months,5 months to 1 year ago,Awesome,Worth buying again,,,
69,3.0,5 months,5 months to 1 year ago,Taste off,Lose charge fast,,,
70,5.0,5 months,5 months to 1 year ago,Strawberry cream,Great strawberry cream flavor in this brand. Will order it again.,,,
71,3.0,5 months,5 months to 1 year ago,Okay,This brand is pretty good but this specific flavor was not that great.,,,
72,5.0,5 months,5 months to 1 year ago,Very nice,"Don’t really like ice, but it was smooth",,,
73,5.0,5 months,5 months to 1 year ago,Compact and rechargeable!,This thing packs a punch for its small size! Great hit and it’s rechargeable which makes it very convenient and long lasting.,,,
74,5.0,5 months,5 months to 1 year ago,Just like elf,Except loses stream,,,
75,3.0,5 months,5 months to 1 year ago,Flavor was okay,"The flavor on this was okay, but the battery was pretty good",,,
76,5.0,5 months,5 months to 1 year ago,Sooooooo good!,Fog x box is one of my favorite brands! Lasts longer than expected and the flavor barely fades even until the end!,,,
77,5.0,5 months,5 months to 1 year ago,Nice Flavor!,"I like the way this vape hits… has good flavor and can last a decent amount of time, depending how often you’re using it. Definitely will continue to buy",,,
78,5.0,5 months,5 months to 1 year ago,New favorite,"Still loving this flavor, I find myself going back to it again and again. Have bought many for my friends as well.",,,
79,5.0,5 months,5 months to 1 year ago,Fun flavor,"I was pleasantly surprised by this flavor! It has a strong matcha taste, which I love. Got my friends hooked on it too.",,,
80,5.0,5 months,5 months to 1 year ago,Good,Good,,,
81,5.0,5 months,5 months to 1 year ago,Smooth,Smooth n lasts,,,
82,5.0,5 months,5 months to 1 year ago,one of my favorite disposable vape,"It lasts longer than other disposable and can be charged, so you don't have to worry if it turns off before you finish eating the juice",,,
83,5.0,5 months,5 months to 1 year ago,Mango,Great taste,,,
84,5.0,5 months,5 months to 1 year ago,One of my all time favorites,"This is in my top 3 favorites for the flavors, how long it lasts, small enough to carry in your pocket. Love this disposable and the flavors.",,,
85,5.0,6 months,5 months to 1 year ago,FogX Box,It's pretty good,,,
86,5.0,6 months,5 months to 1 year ago,Love it!,Love the honeydew ice flavor!,,,
87,5.0,6 months,5 months to 1 year ago,Great taste,Great unit with awesome taste last a long time,,,
88,5.0,6 months,5 months to 1 year ago,Vape,Great taste,,,
89,5.0,6 months,5 months to 1 year ago,Cola Iced,"Good flavor, long lasting rechargable battery, highly recommended!",,,
90,4.0,6 months,5 months to 1 year ago,Vietnamese Coffee,"This is the second time I've ordered this, and - as ridiculous as this will sound - I'm still not sure I like it. I love coffee flavours and haven't seen many on Huff & Puffers, so I had to get this. It is strong brewed coffee, little to no milk, and not sweet. It's nice when you are drinking very sweet coffee to vape this. Or, I'll alternate this with a chocolate vape so there's still that hint of chocolate there. Vaping it in between eating chocolate is very good too. Also, for me at least, it's good, mellow, before bed vape, instead of perky citrus or very sweet vapes.",,,
91,5.0,6 months,5 months to 1 year ago,Good quality & very slim,This pulls nicely and is slim enough to not be bulky in your pocket,,,
92,5.0,6 months,5 months to 1 year ago,Compact size,Love these vapes-good flavors and compact size.,,,
93,5.0,6 months,5 months to 1 year ago,Overall nice vape,It wasnt bad i liked the mango one,,,
94,2.0,6 months,5 months to 1 year ago,It’s no Elf…,"I’m not sure if it was just the flavor (aloe berry) or the brand, but it tasted awful, like how I imagine febreze might taste. I thought it might be similar to an elfbar because of the design, but it wasn’t. Again, it could just be the flavor, but I do typically like the aloe flavors by other brands.",,,
95,1.0,6 months,5 months to 1 year ago,Fog X Box Frozen Mint,"I love trying different vapes. I usually do pretty well. This one though, was definitely not a favorite of mine. It lacked the minty flavor. It was harsh. I've had this one for about 3 wks now, because it is now an emergency vape. lol I like the Fog X vapes, but the Box Frozen Mint, I'll never buy again.",,,
96,5.0,6 months,5 months to 1 year ago,Vape review,"Smooth flavorful, lasts long",,,
97,5.0,6 months,5 months to 1 year ago,Amazing,Amazing,,,
98,4.0,6 months,5 months to 1 year ago,Good product,This product have good flavor and last pretty long. But recently I got 2 with defective coils.,,,
99,5.0,6 months,5 months to 1 year ago,aloe lychee ice,great flavor that lasts a while.,,,
100,5.0,6 months,5 months to 1 year ago,Best for grape lovers,"If you prefer grape flavored menthols, the fox x bar is the best. Super smooth and the flavor stays consistent even after a week. I vape on the heavier side and I can get 2 weeks out of this.",,,
101,5.0,6 months,5 months to 1 year ago,Better than Elfbar,I personally prefer this over the elf bar. The flavor is stronger and I like how these are menthol,,,
102,4.0,6 months,5 months to 1 year ago,Love it!,I enjoyed this one! Flavor was on point and I didn't miss smoking an actual cigarette while vaping this one. : ),,,
103,5.0,6 months,5 months to 1 year ago,Fog X,Liked a lot will buy again,,,
104,5.0,7 months,5 months to 1 year ago,Green Tea Ice Cream,Best Flavor Ever! Hands down my favorite! It’s got a bitter note at the end bc of the matcha which is nice because I don’t like the sweet flavors. It tastes just like green tea ice cream. And it has a subtle ice feeling after,,,
105,3.0,7 months,5 months to 1 year ago,okay at first..,"flavor runs out after a few days, doesn’t last as long as the elf bar",,,
106,3.0,7 months,5 months to 1 year ago,"Not great hits, little flavor",Taste is meh (iced peaches). It’s tolerable but nothing special. The brand Top Shine is far superior disposable.,,,
107,4.0,7 months,5 months to 1 year ago,Tastes great.,It tastes good. Fair amount of menthol. Not my favorite grape flavored vape. Would get again,,,
108,5.0,7 months,5 months to 1 year ago,Double the puffs,"Totally worth the money
Great flavor, but lemon cheesecake is my new favorite",,,
109,5.0,7 months,5 months to 1 year ago,Bomb. Com,"Taste as good as a flum but double the puffs
Sooooo more bang for my buck
Lemon cheesecake is my new favorite flavor",,,
110,5.0,7 months,5 months to 1 year ago,Love the flavor,Key lime on point,,,
111,4.0,7 months,5 months to 1 year ago,Iced peach,The flavor was great and the device itself lasted quite a long time for an avid smoker like me.,,,
112,5.0,7 months,5 months to 1 year ago,Really good!,"I purchased strawberry cream and iced cola both are really good. I did have to recharge after a day or so, but still lots of juice left. I say a good 5-7 days depending on your own personal use. Will buy more !",,,
113,5.0,7 months,5 months to 1 year ago,Great flavor,Not bad on the flavor,,,
114,5.0,7 months,5 months to 1 year ago,👍,Food flavor,,,
115,4.0,7 months,5 months to 1 year ago,Solid,Solid mango flavor. Nice hit. Not very long lasting though. Got 1 charge. After that tasted burnt.,,,
116,5.0,7 months,5 months to 1 year ago,Nice hits,"Good flavor, long lasting, good hits. Will purchase again.",,,
117,3.0,8 months,5 months to 1 year ago,Burnt,"I like the size and the great air flow. The taste was great for the first couple of days and then it had a burnt taste to it. Personally, I would go back to the stick version.",,,
118,4.0,8 months,5 months to 1 year ago,Fog X Box,It’s pretty good!!,,,
119,5.0,8 months,5 months to 1 year ago,Great Vape,Very good brand and smoke great,,,
