Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,2 days,Less than 2 months,This is my favorite one. It last longer.,The best flavor I’ve tried. And it’s cheaper online Than buying it in store,5.0,5.0,5.0
2,5.0,3 days,Less than 2 months,Cherub Vapes,I love them,5.0,5.0,5.0
3,5.0,6 days,Less than 2 months,Peach ice,Great flavor and lasts long,5.0,5.0,5.0
4,5.0,6 days,Less than 2 months,Bomb.com,So quick with shipment and the best prices out there hands down. This was my first order and I will ordering again and again and again. Def my go to spot moving forward.,5.0,3.0,5.0
5,5.0,8 days,Less than 2 months,Best brand Topshine,I’d strongly recommend peach flavor,5.0,5.0,5.0
6,5.0,12 days,Less than 2 months,Yurrrr,The best,5.0,5.0,4.0
7,5.0,13 days,Less than 2 months,Great,It is cool ! Love the taste an long lasting,5.0,5.0,5.0
8,5.0,19 days,Less than 2 months,Great products,Love it . Will recommend. Placing new order ASAP,5.0,5.0,5.0
9,5.0,20 days,Less than 2 months,Great,"Great flavor, long lasting.",5.0,5.0,4.0
10,4.0,20 days,Less than 2 months,Good,The taste was amazing it just didn't last as long as I personally would have thought but great taste,5.0,5.0,4.0
11,5.0,22 days,Less than 2 months,"Great flavor, long lasting, stylish design",Great vape. I'm really glad i tried it. The cola flavor reminded me of the slushees i drank as a kid.,5.0,5.0,4.0
12,5.0,22 days,Less than 2 months,Nice rich flavor,Awesome vape...long lasting...great price,5.0,5.0,5.0
13,5.0,22 days,Less than 2 months,Traci,I really enjoy this flavor.,5.0,5.0,5.0
14,5.0,23 days,Less than 2 months,Love it,Best,5.0,5.0,5.0
15,5.0,23 days,Less than 2 months,Best,Love it,5.0,5.0,5.0
16,5.0,23 days,Less than 2 months,Love it,Best vape,5.0,5.0,5.0
17,5.0,23 days,Less than 2 months,Best vape,Love it,5.0,5.0,5.0
18,5.0,23 days,Less than 2 months,Best vape,Love it,5.0,5.0,5.0
19,5.0,23 days,Less than 2 months,Best vape,Love it,5.0,5.0,5.0
20,5.0,23 days,Less than 2 months,Best vape,Love it,5.0,5.0,5.0
21,5.0,23 days,Less than 2 months,Best vape,Love it,5.0,5.0,5.0
22,5.0,24 days,Less than 2 months,Good,Good,5.0,5.0,5.0
23,5.0,26 days,Less than 2 months,👍,I love the top shine brand,5.0,5.0,5.0
24,1.0,28 days,Less than 2 months,It does not taste like grape.,"Flavor is off, mint was good.",3.0,2.0,3.0
25,5.0,1 month,Less than 2 months,Unexpected,Good flavor,5.0,3.0,3.0
26,5.0,1 month,Less than 2 months,These are great,The flavors are great the price is the best and shipping was so fast. I am definitely only ordering from here for now on.,5.0,4.0,5.0
27,4.0,1 month,Less than 2 months,Great overall,"I ordered in bulk, so far one of them tasted already burnt so we tossed it out. Over all satisfied with products though and will order again.",5.0,5.0,5.0
28,5.0,1 month,Less than 2 months,Super,Really good flavor and good battery I will buy it again.,5.0,5.0,4.0
29,5.0,1 month,Less than 2 months,Top Shine,This is the best flavor.,4.0,4.0,3.0
30,4.0,1 month,Less than 2 months,TopShine Review,Great product to replace JUUL and like the flavors!,4.0,4.0,4.0
31,5.0,1 month,Less than 2 months,Super menthol,"Super icy menthol, which I love",5.0,5.0,3.0
32,5.0,2 months,Less than 2 months,Review for Huff and Puffer,I love this product! Thank you!,5.0,4.0,4.0
33,5.0,2 months,Less than 2 months,Thank you,Like very much thank you,4.0,4.0,4.0
34,5.0,2 months,Less than 2 months,Always my go to vape,I love how flavorful and refreshing this brand is. After vaping with this brand I haven't found anything that comes close to compare. :),5.0,5.0,4.0
35,5.0,2 months,Less than 2 months,Top shine,Love them,5.0,3.0,5.0
36,5.0,2 months,Less than 2 months,Top Shine is in my top five,"Good flavor, long lasting",5.0,4.0,5.0
37,5.0,2 months,Less than 2 months,Good Product's,i like the products,5.0,4.0,3.0
38,5.0,2 months,Less than 2 months,great product!,amazing flavor and lasts a while!!,5.0,4.0,5.0
39,5.0,2 months,Less than 2 months,Taste,Enjoy the flavor,5.0,5.0,5.0
40,5.0,2 months,Less than 2 months,Great!,"Great customer service, and arrives quickly 😊",5.0,5.0,5.0
41,3.0,2 months,Less than 2 months,Good,Tasted good wish it had more of a strawberries taste,3.0,5.0,4.0
42,5.0,3 months,3 months to 5 months ago,Perfect,Not too sweet n last a while!,5.0,3.0,4.0
43,5.0,3 months,3 months to 5 months ago,Top choice,Great pull. Flavor is great,5.0,5.0,5.0
44,5.0,3 months,3 months to 5 months ago,fav blueberry lemonade,on the sweeter end of other blueberry lemonades but fits my taste,5.0,5.0,4.0
45,5.0,3 months,3 months to 5 months ago,Awesome,"Good flavors, no leaks and lasted long",4.0,3.0,4.0
46,4.0,3 months,3 months to 5 months ago,Design on the mouth piece,Dislike the mouth piece design,3.0,4.0,3.0
47,5.0,3 months,3 months to 5 months ago,Marcos/Silvia,Good but doesn’t last long,5.0,3.0,3.0
48,4.0,3 months,3 months to 5 months ago,Top Shine Cherub Disposable Vape 5% Nicotine,I like the flavor taste and sweetness. The problem with top shine is the long lasting part. Some of them last a long time and some of them just after 2 days the taste burnt already. They are not consistent with the quantity of the liquid in the product.,5.0,5.0,3.0
49,5.0,3 months,3 months to 5 months ago,Great taste!,Really good taste and lasts a while.,5.0,5.0,5.0
50,5.0,3 months,3 months to 5 months ago,Best Vape,"Great vape, smooth and last awhile!",5.0,5.0,5.0
51,5.0,3 months,3 months to 5 months ago,Amazing!!,"Great vape, smooth and last awhile!",5.0,5.0,5.0
52,5.0,3 months,3 months to 5 months ago,Good vape,"Great vape, smooth and last awhile!",5.0,5.0,5.0
53,5.0,3 months,3 months to 5 months ago,vape review,great taste and rechargeable,5.0,4.0,2.0
54,5.0,3 months,3 months to 5 months ago,Good,Love the flavor,5.0,5.0,5.0
55,5.0,3 months,3 months to 5 months ago,Favorite,Strawberry watermelon is my favorite the disposable lasted a pretty long time for as much as I puff. I recommend,4.0,4.0,4.0
56,1.0,3 months,3 months to 5 months ago,Love the products just not this flavor,Don’t care for the taste,2.0,3.0,3.0
57,5.0,3 months,3 months to 5 months ago,TOP SHINE FOR THE WIN,"suprisingly lost quite a long time and the flavor is really good, highly recommend the guava ice",5.0,4.0,5.0
58,5.0,3 months,3 months to 5 months ago,Quick delivery,Good taste,5.0,5.0,5.0
59,5.0,3 months,3 months to 5 months ago,Comfortable,Great flavor and sleek fit,4.0,4.0,4.0
60,5.0,3 months,3 months to 5 months ago,Taste good,Taste good long lasting,5.0,5.0,5.0
61,3.0,4 months,3 months to 5 months ago,Alright,Tasted good till the charge,4.0,3.0,2.0
62,5.0,4 months,3 months to 5 months ago,GRAPE ICE,oh this is what you call a nice hit something that will hit like a cig but way better,5.0,5.0,5.0
63,5.0,4 months,3 months to 5 months ago,Fantastic,Guava Ice is my go to flavor,4.0,3.0,4.0
64,5.0,4 months,3 months to 5 months ago,Great flavor,"Love this brand. They last long, have good flavor and I like the fact they recharge",5.0,5.0,5.0
65,5.0,4 months,3 months to 5 months ago,Smooth hit and sweet taste,Smooth hit and sweet taste,5.0,5.0,5.0
66,5.0,4 months,3 months to 5 months ago,Good,aloe grape has icedddd,5.0,5.0,4.0
67,5.0,4 months,3 months to 5 months ago,Best vape,Aloe grape best flavor !,4.0,3.0,5.0
68,5.0,4 months,3 months to 5 months ago,Blueberry lemon,Really nice and subtle flavor which was spot on to a blueberry lemonade!,5.0,5.0,5.0
69,4.0,4 months,3 months to 5 months ago,Great taste,Long lasting and great taste,5.0,4.0,4.0
70,5.0,4 months,3 months to 5 months ago,Rechargeable Peach Ice.,I really like the peach ice flavor. It's sweet and refreshing. This disposable is rechargeable. It seems to last longer and give you more per puff. These are our new favorite disposables.,5.0,5.0,5.0
71,5.0,4 months,3 months to 5 months ago,"Great, consistent flavor","Really enjoy most flavors. The ice are ""cooler"" than the others. They last longer than most. Since this brand isn't available in AZ, Huff & Puffers is my go to for best variety and price!",4.0,5.0,5.0
72,5.0,4 months,3 months to 5 months ago,Peach ice,Really a great vape. Flavor is amazing. Just wish I didn't have to order by mail,5.0,5.0,4.0
73,5.0,4 months,3 months to 5 months ago,Still a favorite,"We keep coming back to the Top Shine Cherub even after trying others. The flavor is rich and smooth, without having a chemical or metallic after-taste. It was recommended to us to only charge these pens for 10-20 minutes at a time because if they are allowed to fully charge, the flavor ends up with a burnt taste due to the intensity of the vaporizer.",5.0,5.0,5.0
