Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
1,4.0,5 hours,Less than 2 months,D a z e,Good,4.0,4.0,4.0
2,5.0,13 hours,Less than 2 months,Great product,Great flavor and long lasting,5.0,4.0,5.0
3,5.0,15 hours,Less than 2 months,Best,My very favorite! Tastes so bomb and lasts forever.,5.0,5.0,5.0
4,5.0,2 days,Less than 2 months,I like this one,Good flavor long lasting.,5.0,4.0,5.0
5,5.0,3 days,Less than 2 months,Really good,It's my only choice.,5.0,5.0,5.0
6,5.0,4 days,Less than 2 months,Peach is good,Peach is good,5.0,4.0,5.0
7,5.0,4 days,Less than 2 months,Very good,"The flavor was amazing, not every strong. One of my new favorites",5.0,4.0,4.0
8,5.0,5 days,Less than 2 months,AMAZING,"Great flavors, one battery charge lasts me a couple of days, and that’s WITH me and my 2 cousins hitting off of it constantly. 100000/10 recommend and PLAN to continue buying",5.0,5.0,5.0
9,5.0,5 days,Less than 2 months,👍,First time trying a vape from this brand and so far so good I like the flavor,5.0,5.0,5.0
10,5.0,5 days,Less than 2 months,Great flavor!,Long lasting flavor.,5.0,5.0,5.0
11,5.0,5 days,Less than 2 months,Long lasting and great flavor,Comfortable and reliable design.,4.0,4.0,5.0
12,5.0,5 days,Less than 2 months,One of my new favorites!,"I like to try random brands I've never tried before, and sometimes it pays off and sometimes not. This one is AMAZING, the feel and the flavor is some of the best I've ever tried. Adding this to my regular list, and I can't wait to try more flavors!",5.0,3.0,5.0
13,5.0,6 days,Less than 2 months,Amazing,Hands down best disposable I’ve purchased seems like it’s never ending.,4.0,4.0,5.0
14,5.0,7 days,Less than 2 months,Last a long time,Sweet and good,5.0,5.0,5.0
15,5.0,7 days,Less than 2 months,This is a good one,This is a good one,5.0,5.0,5.0
16,5.0,9 days,Less than 2 months,Best,Really like the Daze Ohmlet.Strawberry Watermelon is my favorite.,5.0,4.0,5.0
17,5.0,10 days,Less than 2 months,I love this vape!,The size and shape works great in your pocket. It lasts along time!,5.0,5.0,5.0
18,5.0,11 days,Less than 2 months,Solid,It’s good and flavor. I like that it lasts awhile too.,5.0,4.0,5.0
19,5.0,11 days,Less than 2 months,Great Product,Excellent,5.0,5.0,5.0
20,3.0,11 days,Less than 2 months,Ok…,"I liked it at first, but then the flavor started getting old tasting.",3.0,3.0,4.0
21,5.0,11 days,Less than 2 months,Flavor kinda off,"Blue berry cake flavor doesn’t quite taste like cake, and it leave a cool feeling in your mouth which I am not a fan of. Which it would tell you which ones had it and which don’t because I can’t stand it",3.0,3.0,4.0
22,5.0,12 days,Less than 2 months,great product,will buy again,5.0,4.0,5.0
23,5.0,12 days,Less than 2 months,Excellent,"I really enjoy the flavor. A big fan, will continue to buy this again",5.0,5.0,5.0
24,3.0,12 days,Less than 2 months,Ok,Large vape for price,3.0,3.0,5.0
25,5.0,14 days,Less than 2 months,Great,Love it!,5.0,3.0,5.0
26,5.0,15 days,Less than 2 months,Delicious,Best bang for the buck disposable. Last a long time in a single charge with flavor hitting consistently on every pull! Can go wrong with the mini vape. It’s mini but packs a good punch! Try it and you won’t be disappointed.,5.0,4.0,5.0
27,5.0,15 days,Less than 2 months,One of my top brands,"Daze ohmlets never let me down, always fire, long lasting and great flavor",5.0,4.0,5.0
28,5.0,15 days,Less than 2 months,So good!,It’s been one of my go to brand side I found it here.,4.0,4.0,5.0
29,5.0,15 days,Less than 2 months,Lasted forever!,Great buy!,4.0,4.0,5.0
30,5.0,17 days,Less than 2 months,Strawberry Watermelon,These are my favorite disposable vapes by far!,5.0,5.0,5.0
31,5.0,17 days,Less than 2 months,Kathy,Excellent !!,5.0,3.0,4.0
32,5.0,19 days,Less than 2 months,Lychee,Really good and long lasting flavor and device. Sweet smell quite strong out of the package. Plan on ordering again. USB-C charging works well and doesn’t taste burnt after charging.,5.0,5.0,5.0
33,2.0,19 days,Less than 2 months,No,I was not a fan of the after taste,2.0,3.0,5.0
34,5.0,20 days,Less than 2 months,Best vape I've tried,"I love the flavor, and how long the flavor lasted",5.0,2.0,5.0
35,2.0,20 days,Less than 2 months,Unfortunately did not like,"Device works well enough but I hated the flavor and had to toss it. Blueberry Cake had an unexpected methol/icy kick to it that tasted really wrong when combined with the ""cake"" notes, almost like mint flavored butter. Would not recommend this flavor! The other flavors might be better.",1.0,4.0,5.0
36,5.0,21 days,Less than 2 months,Lychee,Good flavor and lasted a long time surprisingly. I reordered this brand just a different flavor!,4.0,5.0,5.0
37,5.0,23 days,Less than 2 months,Best pen,Lasts forever great flavor icy blast,5.0,5.0,5.0
38,3.0,25 days,Less than 2 months,Plug and play,This is great for my taste,5.0,3.0,4.0
39,5.0,25 days,Less than 2 months,Delicious flavir,Lawng lasting,5.0,5.0,5.0
40,5.0,26 days,Less than 2 months,Loving it!,Awesome flavor! No cigs for 1 month now!,5.0,5.0,5.0
41,5.0,26 days,Less than 2 months,My go to,This flavor hits and tastes good. Stronger throat hit than the other flavors I’ve tried and I prefer this flavor over all of them!,5.0,4.0,5.0
42,5.0,26 days,Less than 2 months,Great Nicotine,Strawberry Watermelon is the best! I am still puffing it! 7000 puffs last a long time,5.0,5.0,5.0
43,5.0,28 days,Less than 2 months,Best so far.,"This is great overall, I don’t usually take mixed flavors but this is nice and mellow, not much mint/ice. But would recommend A+.",4.0,4.0,4.0
44,5.0,28 days,Less than 2 months,Great Vape.,They last long and flavor is outstanding,5.0,5.0,5.0
45,5.0,28 days,Less than 2 months,Hawaii tiki,I really like the flavor and lasted a long time,5.0,5.0,5.0
46,5.0,28 days,Less than 2 months,By far my favorite,The icy blast by Daze is definitely my favorite. I can’t believe how long they last! Yay me,5.0,3.0,5.0
47,5.0,1 month,Less than 2 months,Awesome,Awesome,5.0,5.0,5.0
48,5.0,1 month,Less than 2 months,Perfect!,Great flavor and they last forever!,5.0,5.0,5.0
49,5.0,1 month,Less than 2 months,Great value,My favorite is the Pineapple Peach Whip. Never had an issue with these vapes; it always works out of the box. Don't forget to recharge them after they run out of juice,3.0,3.0,5.0
50,5.0,1 month,Less than 2 months,It is good,It is good,5.0,5.0,5.0
51,5.0,1 month,Less than 2 months,Like a dole whip,Great design very long lasting vape if your looking for a quick weekend one so you don't take your main. Easy to charge and long lasting battery and flaor.i had the pineapple whip. Amazing,5.0,4.0,5.0
