Review_id,Ratings,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,I like this one,Good flavor long lasting.,5.0,4.0,5.0
2,5.0,Really good,It's my only choice.,5.0,5.0,5.0
3,5.0,Peach is good,Peach is good,5.0,4.0,5.0
4,5.0,Very good,"The flavor was amazing, not every strong. One of my new favorites",5.0,4.0,4.0
5,5.0,AMAZING,"Great flavors, one battery charge lasts me a couple of days, and that’s WITH me and my 2 cousins hitting off of it constantly. 100000/10 recommend and PLAN to continue buying",5.0,5.0,5.0
6,5.0,👍,First time trying a vape from this brand and so far so good I like the flavor,5.0,5.0,5.0
7,5.0,Great flavor!,Long lasting flavor.,5.0,5.0,5.0
8,5.0,Long lasting and great flavor,Comfortable and reliable design.,4.0,4.0,5.0
9,5.0,One of my new favorites!,"I like to try random brands I've never tried before, and sometimes it pays off and sometimes not. This one is AMAZING, the feel and the flavor is some of the best I've ever tried. Adding this to my regular list, and I can't wait to try more flavors!",5.0,3.0,5.0
10,5.0,Amazing,Hands down best disposable I’ve purchased seems like it’s never ending.,4.0,4.0,5.0
11,5.0,Last a long time,Sweet and good,5.0,5.0,5.0
12,5.0,This is a good one,This is a good one,5.0,5.0,5.0
13,5.0,Best,Really like the Daze Ohmlet.Strawberry Watermelon is my favorite.,5.0,4.0,5.0
14,5.0,I love this vape!,The size and shape works great in your pocket. It lasts along time!,5.0,5.0,5.0
15,5.0,Solid,It’s good and flavor. I like that it lasts awhile too.,5.0,4.0,5.0
16,5.0,Great Product,Excellent,5.0,5.0,5.0
17,3.0,Ok…,"I liked it at first, but then the flavor started getting old tasting.",3.0,3.0,4.0
18,5.0,Flavor kinda off,"Blue berry cake flavor doesn’t quite taste like cake, and it leave a cool feeling in your mouth which I am not a fan of. Which it would tell you which ones had it and which don’t because I can’t stand it",3.0,3.0,4.0
19,5.0,great product,will buy again,5.0,4.0,5.0
20,5.0,Excellent,"I really enjoy the flavor. A big fan, will continue to buy this again",5.0,5.0,5.0
21,3.0,Ok,Large vape for price,3.0,3.0,5.0
22,5.0,Great,Love it!,5.0,3.0,5.0
23,5.0,Delicious,Best bang for the buck disposable. Last a long time in a single charge with flavor hitting consistently on every pull! Can go wrong with the mini vape. It’s mini but packs a good punch! Try it and you won’t be disappointed.,5.0,4.0,5.0
24,5.0,One of my top brands,"Daze ohmlets never let me down, always fire, long lasting and great flavor",5.0,4.0,5.0
25,5.0,So good!,It’s been one of my go to brand side I found it here.,4.0,4.0,5.0
26,5.0,Lasted forever!,Great buy!,4.0,4.0,5.0
27,5.0,Strawberry Watermelon,These are my favorite disposable vapes by far!,5.0,5.0,5.0
28,5.0,Kathy,Excellent !!,5.0,3.0,4.0
29,5.0,Lychee,Really good and long lasting flavor and device. Sweet smell quite strong out of the package. Plan on ordering again. USB-C charging works well and doesn’t taste burnt after charging.,5.0,5.0,5.0
30,2.0,No,I was not a fan of the after taste,2.0,3.0,5.0
31,5.0,Best vape I've tried,"I love the flavor, and how long the flavor lasted",5.0,2.0,5.0
32,2.0,Unfortunately did not like,"Device works well enough but I hated the flavor and had to toss it. Blueberry Cake had an unexpected methol/icy kick to it that tasted really wrong when combined with the ""cake"" notes, almost like mint flavored butter. Would not recommend this flavor! The other flavors might be better.",1.0,4.0,5.0
33,5.0,Lychee,Good flavor and lasted a long time surprisingly. I reordered this brand just a different flavor!,4.0,5.0,5.0
34,5.0,Best pen,Lasts forever great flavor icy blast,5.0,5.0,5.0
35,3.0,Plug and play,This is great for my taste,5.0,3.0,4.0
36,5.0,Delicious flavir,Lawng lasting,5.0,5.0,5.0
37,5.0,Loving it!,Awesome flavor! No cigs for 1 month now!,5.0,5.0,5.0
38,5.0,My go to,This flavor hits and tastes good. Stronger throat hit than the other flavors I’ve tried and I prefer this flavor over all of them!,5.0,4.0,5.0
39,5.0,Great Nicotine,Strawberry Watermelon is the best! I am still puffing it! 7000 puffs last a long time,5.0,5.0,5.0
40,5.0,Best so far.,"This is great overall, I don’t usually take mixed flavors but this is nice and mellow, not much mint/ice. But would recommend A+.",4.0,4.0,4.0
41,5.0,Great Vape.,They last long and flavor is outstanding,5.0,5.0,5.0
42,5.0,Hawaii tiki,I really like the flavor and lasted a long time,5.0,5.0,5.0
43,5.0,By far my favorite,The icy blast by Daze is definitely my favorite. I can’t believe how long they last! Yay me,5.0,3.0,5.0
44,5.0,Awesome,Awesome,5.0,5.0,5.0
45,5.0,Perfect!,Great flavor and they last forever!,5.0,5.0,5.0
46,5.0,Great value,My favorite is the Pineapple Peach Whip. Never had an issue with these vapes; it always works out of the box. Don't forget to recharge them after they run out of juice,3.0,3.0,5.0
47,5.0,It is good,It is good,5.0,5.0,5.0
48,5.0,Like a dole whip,Great design very long lasting vape if your looking for a quick weekend one so you don't take your main. Easy to charge and long lasting battery and flaor.i had the pineapple whip. Amazing,5.0,4.0,5.0
49,3.0,Review,"I give 3 stars only bc I didn’t care for the flavor, it was really intense. But other than that , it was good.",1.0,4.0,5.0
50,5.0,Love it,The best product ivw ever tried. Loved it,5.0,5.0,5.0
51,5.0,The preferred vape of my choice,I handily prefer these to other for two reasons. One is that they are long lasting. I can make use of mine over several weeks. The other is the charge system which is easy to use and does not require anything special. Flavor is always a must with these and these flavors don't disappoint. They don't lose it until the 7000 vapes is at the end. Just need a few more options available to be of choice.,5.0,4.0,5.0
52,5.0,New favorite,Strawberry Rolly taste so good and definitely lasted a long time,5.0,5.0,5.0
53,5.0,Love this flavor,I love this flavor - the drag off of the pod is a little harder then other mods I have tried,5.0,3.0,5.0
54,4.0,Will buy again,2nd time buying this vape and I enjoy the flavor and the amount of puffs you get with this.,5.0,4.0,4.0
55,5.0,Flavor is good,"Battery life and flavor are good, no burning smell like the last ohmlet vape.",4.0,4.0,4.0
56,5.0,JSMOOVE,LOVE THIS BRAND IF YOUR LOOKING FOR PERFECT BLEND IN FLAVOR OR BATTERY LIFE THIS IS IT,5.0,5.0,5.0
57,4.0,Nice flavor,"The Strawberry watermelon has a nice flavor, lasts a long time, and doesn't leak.",5.0,3.0,4.0
58,5.0,Sleek,I like the design of this product. Taste is good and it lasts quite a while.,5.0,5.0,4.0
59,5.0,Best,Best flavor,5.0,5.0,5.0
60,4.0,Ok,Last not long,4.0,3.0,3.0
61,5.0,Lucky,I believe I was lucky to have gotten this for my first attempt in switching from smoke to vape. Such a great product I'm now smoke free.,5.0,4.0,5.0
62,5.0,Lovely vape,Lovely,4.0,4.0,5.0
63,3.0,Orange kiss is ok at best,Loses flavor fast,4.0,4.0,4.0
64,5.0,Best one ever!,I've bought all the daze ohmlet and bar far this has been the best. I would recommend as it lasts a long time. Always a cool inhale and cooler exhale. I can vape this all day. Colder days even cooler exhale.,5.0,1.0,5.0
65,4.0,4 stars,Not the best but really good,4.0,4.0,4.0
66,4.0,Ok product,"Flavor is good but needs to be charged more often, mine also stays on after taking a puff, have to shake it a bit so it turns off",4.0,3.0,3.0
67,5.0,Puff,Good flavor and smooth.,4.0,3.0,4.0
68,5.0,Fave,Peach whip is my fave,5.0,4.0,5.0
69,5.0,New Flavor,I usually dont like sweet flavors but this one was a new flavor I actually liked.,5.0,3.0,5.0
70,4.0,Good tasting and long lasting flavor,"Unique flavor, one of a kind and lasts very long.",4.0,3.0,5.0
71,5.0,watermelon grape orange,My vapes came super quick and the price was very reasonable. Also my friends enjoyed the vapes as well.,5.0,4.0,5.0
72,5.0,Great flavor,Love the flavor,5.0,4.0,5.0
73,5.0,Daze,Subtle lychee flavor and long lasting.,5.0,5.0,5.0
74,5.0,Ohmlet,Got the mint flavor was the right amount of mintyness and not too much where it is bitter.,5.0,5.0,5.0
75,5.0,Ohmlet,Very long lasting vape. Shape is unique.,5.0,5.0,5.0
76,4.0,Very Good,My Girlfriend and I like this vape second best so far. Flavor is consistent and it lasts for a long time,4.0,3.0,5.0
77,5.0,Great product,Great flavor,5.0,4.0,5.0
78,5.0,Mint Flav,Got the mint flavor long lasting and the mint flavor was not strong to the point where it is bitter.,5.0,4.0,4.0
79,5.0,Icy Blast,Love this flavor! Wish it was in stock when I placed my reorder.,5.0,3.0,4.0
80,5.0,Good,😋 yummy,5.0,5.0,5.0
81,5.0,"""They taste so great"".","""I absolutely love it!! You don't have to charge maybe 2 times & it lasts me almost 2 weeks"".",5.0,5.0,5.0
82,4.0,Pretty good!,If you enjoy disposables these are great. They give you more hits than other brands.,4.0,5.0,5.0
83,5.0,Daze Ohmlet is awesome!!,Wonderful flavor . Lots of puffs. Very satisfying. I’ll buy this again!!,5.0,5.0,5.0
84,5.0,Last long,Stays charge all day,5.0,5.0,5.0
85,5.0,i liked it,good,5.0,5.0,5.0
86,5.0,Best Vape,Flavor was great and the hit was perfect.,5.0,5.0,5.0
87,4.0,Don't think it is really 7k,Flavor was nice,4.0,4.0,3.0
88,5.0,Icy Blast,"This is my current favorite rechargeable vape. Like the name says, it sends a cool favorable taste down my throat. Besides the great flavor, it seems to last longer than other vapes I've tried.",5.0,5.0,5.0
89,3.0,Berry is my favorite,Berry is my favorite!!,3.0,3.0,3.0
90,5.0,It good,It’s my favorite one. Only downside was auto fire,5.0,5.0,5.0
91,4.0,It's okay,Not crazy about it but it's not horrible.,3.0,3.0,3.0
92,5.0,Great nicotine product.,"Out of maybe 20, I’ve only had a few bad ones. Other than that these are practically the only ones I buy. They last long, and each pull is strong.",5.0,4.0,5.0
93,5.0,Daze Ohmlet not bad,Vapes are clean,4.0,4.0,4.0
94,5.0,tropical gummi,daze flavors never disappoint,5.0,5.0,5.0
95,2.0,Need to Charge Too Much,"The flavor is ok. Not too sweet, but cant get big draws off it. I end up having to charge the unit every other day. Not sure if they are all like this or if i got a defective one but i dont like having to charge it every other day and end up out n then it not working for me.",4.0,3.0,1.0
96,4.0,Good,So so. Can be better,4.0,3.0,5.0
97,3.0,Dazed,I like that it is long lasting however the flavors are too strong and overpoweringly sweet. I prefer a more subtle and softer flavoring and sweetness.,2.0,5.0,5.0
98,5.0,Recommend,Would make would recommend I would recommend I would recommend,4.0,4.0,4.0
99,5.0,Good,Good,5.0,5.0,4.0
100,1.0,Pineapple peach whip,Taste good. Doesn’t really give a big draw. Flavor better than device,4.0,3.0,2.0
101,5.0,My new favorite,Quiet and the light is not to bright when it’s being used. Good flavor,5.0,3.0,5.0
102,5.0,Tropical gummy,Love it,5.0,5.0,5.0
103,5.0,Great new bar,The shape threw me off at first but the 7000 puffs and great flavor were a pleasant surprise. You can even recharge the battery via built in micro USB point.,5.0,5.0,5.0
104,4.0,Not Amazing,"The Lychee flavor isn't sweet enough, the form factor is too large, and it's not a smooth as I prefer",4.0,3.0,5.0
105,4.0,Good Vape,"This disposable is not bad, but have come to prefer others over this particular flavor. I always like trying new flavors, so no harm done.",4.0,3.0,4.0
106,5.0,Perfect flavor and durability,Tastes amazing and lasts very long,5.0,5.0,5.0
107,5.0,Daze,I like it. Smooth,5.0,5.0,5.0
108,4.0,Great taste,These are great but need more flavors. The lychee way too sweet,5.0,5.0,5.0
109,3.0,decent disposable,"It's decent. However, i still like the other brand more",3.0,4.0,3.0
110,4.0,If it only lasted as long as they claim...,"Great taste, but definitely not 7000 puffs. I've had three, they last as long as the other, 5000 puff disposables",5.0,5.0,3.0
111,5.0,Great flavor,Great flavor not sure puff count is right though,5.0,5.0,3.0
112,5.0,Daze Icy Blast,"Love the intense icy flavor, and long lasting.",5.0,3.0,5.0
113,5.0,Sweet asf,Tropical Gummi tastes like candy and is rechargable,5.0,5.0,5.0
114,5.0,Last Long Taste Great,These are awesome! The batter last almost 2 full days on 1 charge and I am able to make these last almost 2 weeks! Compared to 1 week on Elf Bars...,5.0,5.0,5.0
115,5.0,Daze ohmlet feedback,Mf hits,5.0,5.0,5.0
116,4.0,Daze ohmlet sour rainbow berries,"Good pod to me so far, I am only using this right now because I like the sour rainbow berries flavor a lot.",4.0,2.0,4.0
117,5.0,Strong hit,Love the strong hits this gives me,5.0,5.0,5.0
118,5.0,Huge fan,Lasts a long time and great flavor,5.0,3.0,5.0
119,5.0,Daze,Full flavor hits good,5.0,5.0,4.0
120,3.0,I’d try again,Didn’t like the flavor I got on this one but the disposable over all was good,1.0,1.0,3.0
121,5.0,super,very smooth and taste great!,5.0,5.0,5.0
122,5.0,Allwommon,I really like they last so long and are so smooth.,5.0,5.0,5.0
123,5.0,My favorite brand by far,"I always buy extra, every few days a coworker or friend will ask, hey that brand was great. Got any extra?",5.0,5.0,5.0
124,5.0,Good flavor and last long,Good flavor and it lasts longer. Would purchase again!,5.0,3.0,5.0
125,5.0,New favorite,I love the Daze Ohmlets!! It lasts so so long and I love all the flavors that I’ve tried. It’s really great. It’s really smooth too.,5.0,3.0,5.0
126,5.0,Love this brand!,Long lasting and great flavor,5.0,5.0,5.0
127,5.0,Side By Side Comparison,"Elf bar and the daze ohmlet go hand In hand, very reliable vape right here! Im a hardcore smoker, Always have a vape in my hand and this lasted almost a week!",5.0,4.0,5.0
128,5.0,7000 puffs,"Just told my sister about your website. Im buying 3 or 4 a month, love the 7000 puffs.",5.0,5.0,5.0
129,5.0,very smooth,"very smooth, and last longer than any other brands",5.0,5.0,5.0
130,2.0,Daze,Good flavor. Didn’t last as long. Started making a funny noise after a week,4.0,3.0,1.0
131,5.0,Great taste,"Daze Ohmlet are very long lasting, good battery and the taste is good up until the very end.",5.0,4.0,5.0
132,5.0,Long lasting,Lasts long flavor doesn’t fade,4.0,2.0,5.0
133,5.0,Daze vapes are awesome!,"I love this brand of Vape! The tastes are great, and they don’t burn out after charging. Highly recommend for the price",5.0,4.0,5.0
134,5.0,Surprised,Was really surprised by how much I enjoyed this vape,5.0,5.0,5.0
135,5.0,Love it!,Tropical Gummi is the best and so flavorful long lasting,5.0,5.0,5.0
136,5.0,Watermelon Grape Orange,"Pretty good and smooth, long lasting too. A little on the sweet side though",5.0,5.0,5.0
137,5.0,Great flavor,Let's forever,4.0,4.0,5.0
138,4.0,Lasts a while which is good,Flavors are hit and miss so you gotta try them all,5.0,5.0,5.0
139,5.0,Daze,One of the best disposables I’ve encountered.,5.0,5.0,5.0
140,5.0,Great,These are good and long lasting.,5.0,5.0,5.0
141,4.0,Great flavor but hit is a bit harsh at the end,Great flavor but hit is a bit harsh at the end. I love the rubberized feel.,4.0,3.0,4.0
142,5.0,Great vape,Love that is rechargeable and easy to use,5.0,3.0,5.0
143,5.0,Very good,Lasts a long time,5.0,3.0,5.0
144,5.0,Great flavor,Great flavor,5.0,5.0,5.0
145,4.0,Menthol,The vape flavor is good but it's too sweet for my taste,4.0,5.0,4.0
146,5.0,Great product,Long lasting great overall,5.0,5.0,5.0
147,5.0,Great design!,Lasts a long time! Love the design and ergonomics of a slimmer but wider vape,5.0,4.0,5.0
148,5.0,bomb,I love them taste,5.0,5.0,5.0
149,5.0,Sweet,Bomb,5.0,5.0,5.0
150,5.0,My favorite brand,"Very long lasting, highest juice content. Rechargeable.",5.0,5.0,5.0
151,3.0,It’s ok,"This is just ok, not my favorite. Plus it’s very large and definitely not easy to stash to hide it.",3.0,3.0,3.0
152,5.0,Daze ohmlet,Best one yet that I purchased,5.0,5.0,5.0
153,5.0,Long lasting!,Taste isn't too bad but it’ll last you a while!,4.0,4.0,5.0
