Review_id,Ratings,Dates,Date_Category,Heads,Texts,Flavor,Sweet,Lasting
1,5.0,3 hours,Less than 2 months,Love this,These are amazing with a great price,5.0,4.0,5.0
2,5.0,4 hours,Less than 2 months,Best,Flum is the best!!,5.0,5.0,5.0
3,5.0,4 hours,Less than 2 months,Great flavor,Fruity and tasty,5.0,5.0,5.0
4,5.0,14 hours,Less than 2 months,Great vapes,These are awesome and rechargeable,5.0,4.0,5.0
5,5.0,15 hours,Less than 2 months,Awesome vape!,Awesome vape!,5.0,5.0,5.0
6,5.0,16 hours,Less than 2 months,I love the flavor and the awesome pink case.,I really like The flume pebbles versus the GEOS or the other styles the flavor is super yummy and the pebble lasts and stays true to the flavor. I'll definitely be buying more flum pebbles and definitely this flavor again.,5.0,3.0,5.0
7,5.0,22 hours,Less than 2 months,Tasty,Great flavors,5.0,3.0,5.0
8,5.0,22 hours,Less than 2 months,Great and new flavors,Lasts awhile,5.0,3.0,5.0
9,5.0,22 hours,Less than 2 months,Good,Great flavors,5.0,3.0,5.0
10,5.0,22 hours,Less than 2 months,Tastes great,Good flavors,5.0,3.0,5.0
11,5.0,22 hours,Less than 2 months,Great flavor,Mango icy and Aloe grape are my favs,5.0,3.0,5.0
12,5.0,1 day,Less than 2 months,Smooth tasting,Great flavor and long lasting.,5.0,5.0,5.0
13,5.0,1 day,Less than 2 months,Really good,I love it,5.0,5.0,5.0
14,5.0,1 day,Less than 2 months,Aloe Grape,Hits way better than the cylindrical style,5.0,4.0,5.0
15,5.0,2 days,Less than 2 months,My top brand for sweetness,I would say this and lost Mary stays the sweetest after charging it again,5.0,5.0,5.0
16,3.0,2 days,Less than 2 months,Spearmint,Sweet,3.0,4.0,3.0
17,5.0,3 days,Less than 2 months,Fruity,I love all the flavors,5.0,3.0,5.0
18,5.0,3 days,Less than 2 months,Love the pebbles,The strawberry coconut tastes like buttered popcorn lol be warned,5.0,4.0,5.0
19,5.0,4 days,Less than 2 months,Berry melon icy,I like all their flavors so far!,4.0,4.0,4.0
20,5.0,4 days,Less than 2 months,Delicious,Loved it but didn't hold charge long enough.,4.0,4.0,4.0
21,5.0,4 days,Less than 2 months,Strawmelon,My fav flavor that the regular flum discontinued 😍,5.0,4.0,5.0
22,4.0,4 days,Less than 2 months,4 stars,all around pretty good would buy again,4.0,4.0,4.0
23,4.0,4 days,Less than 2 months,Tasty,good flavor last a long time,4.0,4.0,4.0
24,5.0,5 days,Less than 2 months,Good,Good flavor profile!,5.0,5.0,5.0
25,5.0,5 days,Less than 2 months,Good,Strong nicotine,5.0,5.0,5.0
26,5.0,5 days,Less than 2 months,Long lasting,Last longer than any other disposable vape I’ve tried,5.0,4.0,5.0
27,4.0,6 days,Less than 2 months,Love these,Fits nicely in your palm . Long lasting,4.0,3.0,5.0
28,5.0,6 days,Less than 2 months,Absolutely worth it!,They last a very long time and it has constant flavor,5.0,5.0,5.0
29,5.0,6 days,Less than 2 months,Sooo good 😊,Love it 😁,5.0,3.0,4.0
30,5.0,6 days,Less than 2 months,Peach Orange,Peach Orange is too sweet to vape. But freshness is still okay though.,4.0,4.0,4.0
31,5.0,6 days,Less than 2 months,Love the Pebble VS the Gio,"Would religiously vape on the Flum Gio. You are supposed to get 3,000 hits out of the Gio, but it always seemed like less. I also had multiple occasions where it would die after a day or two when it should have been lasting an average of 5-7 days. Then I found the Pebble which gave you an average of double the hits for $1.00 more. Instead of stocking up 5 vapes for an average of 2 to 3 weeks, I can buy 7 for $1.00 more for 1.5 to 2 months. Definitely a no brainer!",5.0,1.0,5.0
32,5.0,6 days,Less than 2 months,Chargeable disposable,Love the flavor!! Not too sweet or dull. A perfect blend,5.0,3.0,5.0
33,5.0,6 days,Less than 2 months,Very good!!,Tastes good and lasts awhile. Love it!,4.0,4.0,5.0
34,5.0,7 days,Less than 2 months,10/10 Recommend,The flavor is great and lasts a long time,5.0,5.0,5.0
35,5.0,7 days,Less than 2 months,Great price excellent shipping easy ordering,Was cool but didn’t care for this one to much menthol for me but device looks really cool,1.0,1.0,5.0
36,5.0,7 days,Less than 2 months,Absolutely the best,"The Flum pebble is my absolute favorite vape product! I love the flavors, smoothness, and long battery life! I recommend it every time!",5.0,5.0,5.0
37,5.0,7 days,Less than 2 months,Love this vape,Best flavors and consistent performance,5.0,4.0,4.0
38,5.0,7 days,Less than 2 months,Great flavor,By far the best I've tried,5.0,3.0,5.0
39,5.0,7 days,Less than 2 months,Aloe grape!,Very long lasting,5.0,3.0,5.0
40,5.0,7 days,Less than 2 months,Mango icy!,This new brand is bomb!,5.0,3.0,5.0
41,5.0,7 days,Less than 2 months,Aloe grape and mango icy,2 best flavors of this brand,5.0,4.0,5.0
42,5.0,7 days,Less than 2 months,Aloe grape and mango icy,Best tasting disposable flavors I've ever tried,5.0,3.0,5.0
43,5.0,7 days,Less than 2 months,Thumbs up,Positive,5.0,5.0,5.0
44,5.0,7 days,Less than 2 months,Sweet and smooth,The flavor is very sweet and smooth. The smoothness is what I love the most about it,4.0,4.0,3.0
45,5.0,7 days,Less than 2 months,flavor good,kiwi,5.0,5.0,5.0
46,5.0,7 days,Less than 2 months,Fast shipping,All the flavor were great and the shipping was fast,5.0,5.0,5.0
47,5.0,8 days,Less than 2 months,Cool mint,Loveeee it!!,5.0,2.0,5.0
48,5.0,8 days,Less than 2 months,Thank you,"The purchase went very easy, enjoying what product I received from you. Thank you very much.",4.0,2.0,4.0
